end_time,duration_hours,rainfall_in_mm,flood_status,station_id,station_name
2021-03-27 09:00:00,24,3.7,Unknown,23,katharagama
2021-04-23 09:00:00,24,0.0,Unknown,23,katharagama
2021-04-30 09:00:00,24,0.0,Unknown,23,katharagama
2021-05-02 09:00:00,24,0.0,No Flood,23,katharagama
2021-05-04 09:00:00,24,17.4,Unknown,23,katharagama
2021-05-05 09:00:00,24,22.2,Unknown,23,katharagama
2021-05-06 09:00:00,24,10.1,Unknown,23,katharagama
2021-05-07 09:00:00,24,24.0,Unknown,23,katharagama
2021-05-08 09:00:00,24,2.3,No Flood,23,katharagama
2021-05-09 09:00:00,24,9.2,No Flood,23,katharagama
2021-05-10 09:00:00,24,19.1,No Flood,23,katharagama
2021-05-12 09:00:00,24,0.5,No Flood,23,katharagama
2021-05-14 09:00:00,24,0.0,Unknown,23,katharagama
2021-05-15 09:00:00,24,0.0,Unknown,23,katharagama
2021-05-16 09:00:00,24,0.0,Unknown,23,katharagama
2021-05-17 09:00:00,24,0.0,Unknown,23,katharagama
2021-05-18 09:00:00,24,0.0,Unknown,23,katharagama
2021-05-24 09:00:00,24,1.3,Unknown,23,katharagama
2021-05-24 15:00:00,6,1.4,Unknown,23,katharagama
2021-05-25 09:00:00,24,13.1,Unknown,23,katharagama
2021-05-26 09:00:00,24,0.0,Unknown,23,katharagama
2021-05-27 09:00:00,24,0.0,Unknown,23,katharagama
2021-05-28 09:00:00,24,0.0,Unknown,23,katharagama
2021-05-29 09:00:00,24,0.0,No Flood,23,katharagama
2021-05-30 09:00:00,24,0.0,Unknown,23,katharagama
2021-05-31 09:00:00,24,0.0,Unknown,23,katharagama
2021-06-03 09:00:00,24,0.0,Unknown,23,katharagama
2021-06-04 09:00:00,24,0.0,Unknown,23,katharagama
2021-06-06 09:00:00,24,0.0,Unknown,23,katharagama
2021-06-07 09:00:00,24,0.0,Unknown,23,katharagama
2021-06-08 09:00:00,24,0.0,Unknown,23,katharagama
2021-06-09 09:00:00,24,0.0,Unknown,23,katharagama
2021-06-10 09:00:00,24,2.6,Unknown,23,katharagama
2021-06-14 09:00:00,24,0.0,Unknown,23,katharagama
2021-07-02 09:00:00,24,8.6,Unknown,23,katharagama
2021-07-10 09:00:00,24,12.4,Unknown,23,katharagama
2021-07-11 09:00:00,24,0.0,Unknown,23,katharagama
2021-07-12 09:00:00,24,0.0,Unknown,23,katharagama
2021-08-09 09:00:00,24,0.0,Unknown,23,katharagama
2021-08-13 09:00:00,24,0.0,No Flood,23,katharagama
2021-08-26 09:00:00,24,2.5,No Flood,23,katharagama
2021-08-27 09:00:00,24,0.0,Unknown,23,katharagama
2021-08-28 09:00:00,24,0.0,Unknown,23,katharagama
2021-09-05 09:00:00,24,2.1,Unknown,23,katharagama
2021-09-22 09:00:00,24,0.0,Unknown,23,katharagama
2021-09-25 09:00:00,24,53.9,No Flood,23,katharagama
2021-09-27 09:00:00,24,2.3,Unknown,23,katharagama
2021-09-28 09:00:00,24,0.0,Unknown,23,katharagama
2021-10-02 09:00:00,24,38.0,No Flood,23,katharagama
2021-10-06 09:00:00,24,15.3,Unknown,23,katharagama
2021-10-07 09:00:00,24,0.0,Unknown,23,katharagama
2021-10-08 09:00:00,24,0.0,Unknown,23,katharagama
2021-10-21 09:00:00,24,34.9,Unknown,23,katharagama
2021-10-27 09:00:00,24,92.2,No Flood,23,katharagama
2021-11-01 09:00:00,24,0.0,No Flood,23,katharagama
2021-11-02 09:00:00,24,3.5,No Flood,23,katharagama
2021-11-03 09:00:00,24,5.1,No Flood,23,katharagama
2021-11-04 09:00:00,24,2.0,No Flood,23,katharagama
2021-11-05 09:00:00,24,0.0,No Flood,23,katharagama
2021-11-07 09:00:00,24,2.5,No Flood,23,katharagama
2021-11-09 09:00:00,24,6.0,No Flood,23,katharagama
2021-11-10 09:00:00,24,4.8,No Flood,23,katharagama
2021-11-11 09:00:00,24,0.0,No Flood,23,katharagama
2021-11-12 09:00:00,24,0.0,No Flood,23,katharagama
2021-11-13 09:00:00,24,2.1,No Flood,23,katharagama
2021-11-14 09:00:00,24,0.0,No Flood,23,katharagama
2021-11-15 09:00:00,24,0.0,No Flood,23,katharagama
2021-11-16 09:00:00,24,1.3,No Flood,23,katharagama
2021-11-20 09:00:00,24,0.0,Unknown,23,katharagama
2021-11-25 09:00:00,24,14.2,No Flood,23,katharagama
2021-11-27 09:00:00,24,1.2,Unknown,23,katharagama
2021-11-28 09:00:00,24,2.2,No Flood,23,katharagama
2021-11-29 09:00:00,24,0.0,No Flood,23,katharagama
2021-11-30 09:00:00,24,6.0,No Flood,23,katharagama
2021-12-01 09:00:00,24,3.8,Unknown,23,katharagama
2021-12-02 09:00:00,24,0.0,Unknown,23,katharagama
2021-12-05 09:00:00,24,1.1,No Flood,23,katharagama
2021-12-07 09:00:00,24,1.9,No Flood,23,katharagama
2021-12-08 09:00:00,24,0.9,No Flood,23,katharagama
2021-12-19 09:00:00,24,6.0,No Flood,23,katharagama
2021-12-20 09:00:00,24,0.0,No Flood,23,katharagama
2022-01-10 09:00:00,24,4.8,Unknown,23,katharagama
2022-01-13 09:00:00,24,0.0,Unknown,23,katharagama
2022-02-13 09:00:00,24,1.6,Unknown,23,katharagama
2022-04-09 09:00:00,24,11.8,No Flood,23,katharagama
2022-04-10 09:00:00,24,2.2,Unknown,23,katharagama
2022-04-11 09:00:00,24,0.0,Unknown,23,katharagama
2022-04-16 09:00:00,24,0.0,Unknown,23,katharagama
2022-04-24 09:00:00,24,17.7,Unknown,23,katharagama
2022-05-05 09:00:00,24,0.0,Unknown,23,katharagama
2022-05-06 09:00:00,24,12.7,Unknown,23,katharagama
2022-05-07 09:00:00,24,0.0,Unknown,23,katharagama
2022-05-11 09:00:00,24,0.0,Unknown,23,katharagama
2022-05-12 09:00:00,24,0.0,Unknown,23,katharagama
2022-05-13 09:00:00,24,5.6,Unknown,23,katharagama
2022-05-14 09:00:00,24,8.8,Unknown,23,katharagama
2022-05-15 09:00:00,24,0.0,Unknown,23,katharagama
2022-05-16 09:00:00,24,0.0,Unknown,23,katharagama
2022-05-17 09:00:00,24,0.0,Unknown,23,katharagama
2022-05-18 09:00:00,24,0.0,Unknown,23,katharagama
2022-05-20 09:00:00,24,0.0,Unknown,23,katharagama
2022-05-21 09:00:00,24,0.0,Unknown,23,katharagama
2022-05-22 09:00:00,24,0.0,Unknown,23,katharagama
2022-05-25 09:00:00,24,1.0,Unknown,23,katharagama
2022-05-26 09:00:00,24,0.0,Unknown,23,katharagama
2022-05-27 09:00:00,24,0.0,Unknown,23,katharagama
2022-05-28 09:00:00,24,0.0,Unknown,23,katharagama
2022-05-29 09:00:00,24,0.0,Unknown,23,katharagama
2022-05-30 09:00:00,24,0.0,Unknown,23,katharagama
2022-05-31 09:00:00,24,3.5,Unknown,23,katharagama
2022-06-01 09:00:00,24,0.0,Unknown,23,katharagama
2022-06-02 09:00:00,24,0.0,Unknown,23,katharagama
2022-06-03 09:00:00,24,0.0,Unknown,23,katharagama
2022-06-07 09:00:00,24,0.0,Unknown,23,katharagama
2022-06-10 09:00:00,24,0.0,Unknown,23,katharagama
2022-07-03 09:00:00,24,23.8,Unknown,23,katharagama
2022-07-04 09:00:00,24,0.0,Unknown,23,katharagama
2022-07-22 09:00:00,24,73.7,Unknown,23,katharagama
2022-08-01 09:00:00,24,3.8,Unknown,23,katharagama
2022-08-02 09:00:00,24,10.5,Unknown,23,katharagama
2022-08-03 09:00:00,24,10.6,Unknown,23,katharagama
2022-08-04 09:00:00,24,0.0,Unknown,23,katharagama
2022-08-05 09:00:00,24,0.0,Unknown,23,katharagama
2022-08-06 09:00:00,24,0.0,Unknown,23,katharagama
2022-08-07 09:00:00,24,0.0,Unknown,23,katharagama
2022-08-08 09:00:00,24,0.0,Unknown,23,katharagama
2022-08-27 09:00:00,24,0.0,Unknown,23,katharagama
